key,state_name,district_name,crop_year,season,crop,area,min_rainfall,max_rainfall,mean_rainfall,annual_rainfall,production,yield,yield_class
Karnataka-Bellary-Other Kharif pulses-2003-Kharif,Karnataka,Bellary,2003,Kharif,Other Kharif pulses,756.0,0.137,114.226,46.993,563.912,195.0,0.258,Poor
Karnataka-Bellary-Ragi-2003-Kharif,Karnataka,Bellary,2003,Kharif,Ragi,9896.0,0.137,114.226,46.993,563.912,8075.0,0.816,Good
Karnataka-Bellary-Rice-2003-Kharif,Karnataka,Bellary,2003,Kharif,Rice,49995.0,0.137,114.226,46.993,563.912,190076.0,3.802,Very Good
Karnataka-Bellary-Sesamum-2003-Kharif,Karnataka,Bellary,2003,Kharif,Sesamum,2681.0,0.137,114.226,46.993,563.912,311.0,0.116,Poor
Karnataka-Bellary-Small millets-2003-Kharif,Karnataka,Bellary,2003,Kharif,Small millets,13583.0,0.137,114.226,46.993,563.912,6122.0,0.451,Good
Karnataka-Bellary-Sunflower-2003-Kharif,Karnataka,Bellary,2003,Kharif,Sunflower,29880.0,0.137,114.226,46.993,563.912,13043.0,0.437,Poor
Karnataka-Bellary-Urad-2003-Kharif,Karnataka,Bellary,2003,Kharif,Urad,26.0,0.137,114.226,46.993,563.912,7.0,0.269,Poor
Karnataka-Bellary-Bajra-2003-Rabi,Karnataka,Bellary,2003,Rabi,Bajra,117.0,0.137,114.226,46.993,563.912,105.0,0.897,Very Good
Karnataka-Bellary-Gram-2003-Rabi,Karnataka,Bellary,2003,Rabi,Gram,19014.0,0.137,114.226,46.993,563.912,9108.0,0.479,Good
Karnataka-Bellary-Groundnut-2003-Rabi,Karnataka,Bellary,2003,Rabi,Groundnut,6625.0,0.137,114.226,46.993,563.912,5895.0,0.89,Good
Karnataka-Bellary-Horse-gram-2003-Rabi,Karnataka,Bellary,2003,Rabi,Horse-gram,697.0,0.137,114.226,46.993,563.912,41.0,0.059,Excellent
Karnataka-Bellary-Jowar-2003-Rabi,Karnataka,Bellary,2003,Rabi,Jowar,39277.0,0.137,114.226,46.993,563.912,41863.0,1.066,Good
Karnataka-Bellary-Linseed-2003-Rabi,Karnataka,Bellary,2003,Rabi,Linseed,6.0,0.137,114.226,46.993,563.912,0.0,0.0,Excellent
Karnataka-Bellary-Maize-2003-Rabi,Karnataka,Bellary,2003,Rabi,Maize,2410.0,0.137,114.226,46.993,563.912,5109.0,2.12,Good
Karnataka-Bellary-Other  Rabi pulses-2003-Rabi,Karnataka,Bellary,2003,Rabi,Other  Rabi pulses,1435.0,0.137,114.226,46.993,563.912,159.0,0.111,Poor
Karnataka-Bellary-Ragi-2003-Rabi,Karnataka,Bellary,2003,Rabi,Ragi,211.0,0.137,114.226,46.993,563.912,29.0,0.137,Poor
Karnataka-Bellary-Rapeseed &Mustard-2003-Rabi,Karnataka,Bellary,2003,Rabi,Rapeseed &Mustard,10.0,0.137,114.226,46.993,563.912,1.0,0.1,Poor
Karnataka-Bellary-Safflower-2003-Rabi,Karnataka,Bellary,2003,Rabi,Safflower,4850.0,0.137,114.226,46.993,563.912,1209.0,0.249,Poor
Karnataka-Bellary-Sunflower-2003-Rabi,Karnataka,Bellary,2003,Rabi,Sunflower,58584.0,0.137,114.226,46.993,563.912,14922.0,0.255,Poor
Karnataka-Bellary-Urad-2003-Rabi,Karnataka,Bellary,2003,Rabi,Urad,34.0,0.137,114.226,46.993,563.912,18.0,0.529,Very Good
Karnataka-Bellary-Wheat-2003-Rabi,Karnataka,Bellary,2003,Rabi,Wheat,990.0,0.137,114.226,46.993,563.912,707.0,0.714,Good
Karnataka-Bellary-Bajra-2003-Summer,Karnataka,Bellary,2003,Summer,Bajra,277.0,0.137,114.226,46.993,563.912,250.0,0.903,Very Good
Karnataka-Bellary-Jowar-2003-Summer,Karnataka,Bellary,2003,Summer,Jowar,876.0,0.137,114.226,46.993,563.912,2497.0,2.85,Excellent
Karnataka-Bellary-Maize-2003-Summer,Karnataka,Bellary,2003,Summer,Maize,576.0,0.137,114.226,46.993,563.912,1450.0,2.517,Good
Karnataka-Bellary-Ragi-2003-Summer,Karnataka,Bellary,2003,Summer,Ragi,15.0,0.137,114.226,46.993,563.912,18.0,1.2,Good
Karnataka-Bellary-Rice-2003-Summer,Karnataka,Bellary,2003,Summer,Rice,5971.0,0.137,114.226,46.993,563.912,27818.0,4.659,Excellent
Karnataka-Bellary-Sunflower-2003-Summer,Karnataka,Bellary,2003,Summer,Sunflower,4252.0,0.137,114.226,46.993,563.912,2210.0,0.52,Poor
Karnataka-Bellary-Arecanut-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Arecanut,30.0,0.137,114.226,46.993,563.912,43.0,1.433,Poor
Karnataka-Bellary-Banana-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Banana,2483.0,0.137,114.226,46.993,563.912,47400.0,19.09,Poor
Karnataka-Bellary-Brinjal-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Brinjal,1420.0,0.137,114.226,46.993,563.912,10842.0,7.635,Good
Karnataka-Bellary-Citrus Fruit-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Citrus Fruit,57.0,0.137,114.226,46.993,563.912,901.0,15.807,Excellent
Karnataka-Bellary-Coconut -2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Coconut,1312.0,0.137,114.226,46.993,563.912,6264.0,4.774,Poor
Karnataka-Bellary-Coriander-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Coriander,3503.0,0.137,114.226,46.993,563.912,707.0,0.202,Good
Karnataka-Bellary-Dry chillies-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Dry chillies,648.0,0.137,114.226,46.993,563.912,2101.0,3.242,Good
Karnataka-Bellary-Garlic-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Garlic,3.0,0.137,114.226,46.993,563.912,8.0,2.667,Very Good
Karnataka-Bellary-Grapes-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Grapes,15.0,0.137,114.226,46.993,563.912,440.0,29.333,Good
Karnataka-Bellary-Mango-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Mango,650.0,0.137,114.226,46.993,563.912,1604.0,2.468,Poor
Karnataka-Bellary-Onion-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Onion,3745.0,0.137,114.226,46.993,563.912,42375.0,11.315,Very Good
Karnataka-Bellary-Other Fresh Fruits-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Other Fresh Fruits,689.0,0.137,114.226,46.993,563.912,2246.0,3.26,Good
Karnataka-Bellary-Pome Fruit-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Pome Fruit,29.0,0.137,114.226,46.993,563.912,160.0,5.517,Good
Karnataka-Bellary-Sugarcane-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Sugarcane,1831.0,0.137,114.226,46.993,563.912,121762.0,66.5,Good
Karnataka-Bellary-Tobacco-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Tobacco,303.0,0.137,114.226,46.993,563.912,170.0,0.561,Good
Karnataka-Bellary-Tomato-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Tomato,383.0,0.137,114.226,46.993,563.912,4963.0,12.958,Very Good
Karnataka-Bellary-Turmeric-2003-Whole Year,Karnataka,Bellary,2003,Whole Year,Turmeric,1.0,0.137,114.226,46.993,563.912,5.0,5.0,Good
Karnataka-Bellary-Arhar/Tur-2004-Kharif,Karnataka,Bellary,2004,Kharif,Arhar/Tur,8889.0,0.0,155.8,46.125,553.5,4982.0,0.56,Good
Karnataka-Bellary-Bajra-2004-Kharif,Karnataka,Bellary,2004,Kharif,Bajra,17021.0,0.0,155.8,46.125,553.5,12115.0,0.712,Good
Karnataka-Bellary-Castor seed-2004-Kharif,Karnataka,Bellary,2004,Kharif,Castor seed,209.0,0.0,155.8,46.125,553.5,181.0,0.866,Poor
Karnataka-Bellary-Cotton(lint)-2004-Kharif,Karnataka,Bellary,2004,Kharif,Cotton(lint),42373.0,0.0,155.8,46.125,553.5,48777.0,1.151,Poor
Karnataka-Bellary-Dry ginger-2004-Kharif,Karnataka,Bellary,2004,Kharif,Dry ginger,1.0,0.0,155.8,46.125,553.5,13.0,13.0,Poor
Karnataka-Bellary-Groundnut-2004-Kharif,Karnataka,Bellary,2004,Kharif,Groundnut,65371.0,0.0,155.8,46.125,553.5,25628.0,0.392,Poor
Karnataka-Bellary-Horse-gram-2004-Kharif,Karnataka,Bellary,2004,Kharif,Horse-gram,5320.0,0.0,155.8,46.125,553.5,2911.0,0.547,Good
Karnataka-Bellary-Jowar-2004-Kharif,Karnataka,Bellary,2004,Kharif,Jowar,55896.0,0.0,155.8,46.125,553.5,98268.0,1.758,Very Good
Karnataka-Bellary-Maize-2004-Kharif,Karnataka,Bellary,2004,Kharif,Maize,51467.0,0.0,155.8,46.125,553.5,155182.0,3.015,Good
Karnataka-Bellary-Moong(Green Gram)-2004-Kharif,Karnataka,Bellary,2004,Kharif,Moong(Green Gram),5575.0,0.0,155.8,46.125,553.5,1822.0,0.327,Good
Karnataka-Bellary-Niger seed-2004-Kharif,Karnataka,Bellary,2004,Kharif,Niger seed,831.0,0.0,155.8,46.125,553.5,215.0,0.259,Good
Karnataka-Bellary-Other Kharif pulses-2004-Kharif,Karnataka,Bellary,2004,Kharif,Other Kharif pulses,968.0,0.0,155.8,46.125,553.5,251.68,0.26,Poor
Karnataka-Bellary-Ragi-2004-Kharif,Karnataka,Bellary,2004,Kharif,Ragi,5742.0,0.0,155.8,46.125,553.5,4739.0,0.825,Good
Karnataka-Bellary-Rice-2004-Kharif,Karnataka,Bellary,2004,Kharif,Rice,51935.0,0.0,155.8,46.125,553.5,178111.08,3.429,Very Good
Karnataka-Bellary-Sesamum-2004-Kharif,Karnataka,Bellary,2004,Kharif,Sesamum,6495.0,0.0,155.8,46.125,553.5,2184.0,0.336,Poor
Karnataka-Bellary-Small millets-2004-Kharif,Karnataka,Bellary,2004,Kharif,Small millets,9702.0,0.0,155.8,46.125,553.5,3725.0,0.384,Good
Karnataka-Bellary-Sunflower-2004-Kharif,Karnataka,Bellary,2004,Kharif,Sunflower,39224.0,0.0,155.8,46.125,553.5,18559.0,0.473,Poor
Karnataka-Bellary-Urad-2004-Kharif,Karnataka,Bellary,2004,Kharif,Urad,8.0,0.0,155.8,46.125,553.5,1.0,0.125,Poor
Karnataka-Bellary-Bajra-2004-Rabi,Karnataka,Bellary,2004,Rabi,Bajra,222.0,0.0,155.8,46.125,553.5,200.0,0.901,Very Good
Karnataka-Bellary-Gram-2004-Rabi,Karnataka,Bellary,2004,Rabi,Gram,10510.0,0.0,155.8,46.125,553.5,4448.0,0.423,Good
Karnataka-Bellary-Groundnut-2004-Rabi,Karnataka,Bellary,2004,Rabi,Groundnut,7593.0,0.0,155.8,46.125,553.5,5667.0,0.746,Good
Karnataka-Bellary-Horse-gram-2004-Rabi,Karnataka,Bellary,2004,Rabi,Horse-gram,566.0,0.0,155.8,46.125,553.5,192.0,0.339,Poor
Karnataka-Bellary-Jowar-2004-Rabi,Karnataka,Bellary,2004,Rabi,Jowar,29941.0,0.0,155.8,46.125,553.5,19541.0,0.653,Poor
Karnataka-Bellary-Linseed-2004-Rabi,Karnataka,Bellary,2004,Rabi,Linseed,10.0,0.0,155.8,46.125,553.5,2.0,0.2,Good
Karnataka-Bellary-Maize-2004-Rabi,Karnataka,Bellary,2004,Rabi,Maize,1657.0,0.0,155.8,46.125,553.5,3956.0,2.387,Good
Karnataka-Bellary-Moong(Green Gram)-2004-Rabi,Karnataka,Bellary,2004,Rabi,Moong(Green Gram),102.0,0.0,155.8,46.125,553.5,25.0,0.245,Poor
Karnataka-Bellary-Other  Rabi pulses-2004-Rabi,Karnataka,Bellary,2004,Rabi,Other  Rabi pulses,1435.0,0.0,155.8,46.125,553.5,159.0,0.111,Poor
Karnataka-Bellary-Ragi-2004-Rabi,Karnataka,Bellary,2004,Rabi,Ragi,8.0,0.0,155.8,46.125,553.5,13.0,1.625,Very Good
Karnataka-Bellary-Rapeseed &Mustard-2004-Rabi,Karnataka,Bellary,2004,Rabi,Rapeseed &Mustard,17.0,0.0,155.8,46.125,553.5,1.0,0.059,Poor
Karnataka-Bellary-Rice-2004-Rabi,Karnataka,Bellary,2004,Rabi,Rice,280.0,0.0,155.8,46.125,553.5,944.0,3.371,Very Good
Karnataka-Bellary-Safflower-2004-Rabi,Karnataka,Bellary,2004,Rabi,Safflower,5975.0,0.0,155.8,46.125,553.5,1977.0,0.331,Poor
Karnataka-Bellary-Sunflower-2004-Rabi,Karnataka,Bellary,2004,Rabi,Sunflower,42374.0,0.0,155.8,46.125,553.5,13615.0,0.321,Poor
Karnataka-Bellary-Urad-2004-Rabi,Karnataka,Bellary,2004,Rabi,Urad,53.0,0.0,155.8,46.125,553.5,18.0,0.34,Good
Karnataka-Bellary-Wheat-2004-Rabi,Karnataka,Bellary,2004,Rabi,Wheat,848.0,0.0,155.8,46.125,553.5,768.0,0.906,Very Good
Karnataka-Bellary-Bajra-2004-Summer,Karnataka,Bellary,2004,Summer,Bajra,1327.0,0.0,155.8,46.125,553.5,1072.0,0.808,Good
Karnataka-Bellary-Jowar-2004-Summer,Karnataka,Bellary,2004,Summer,Jowar,3133.0,0.0,155.8,46.125,553.5,2488.0,0.794,Good
Karnataka-Bellary-Maize-2004-Summer,Karnataka,Bellary,2004,Summer,Maize,658.0,0.0,155.8,46.125,553.5,2013.0,3.059,Good
Karnataka-Bellary-Ragi-2004-Summer,Karnataka,Bellary,2004,Summer,Ragi,44.0,0.0,155.8,46.125,553.5,70.0,1.591,Very Good
Karnataka-Bellary-Rice-2004-Summer,Karnataka,Bellary,2004,Summer,Rice,14592.0,0.0,155.8,46.125,553.5,68619.0,4.703,Excellent
Karnataka-Bellary-Sunflower-2004-Summer,Karnataka,Bellary,2004,Summer,Sunflower,6560.0,0.0,155.8,46.125,553.5,4294.0,0.655,Poor
Karnataka-Bellary-Arecanut-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Arecanut,32.0,0.0,155.8,46.125,553.5,46.0,1.438,Poor
Karnataka-Bellary-Banana-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Banana,3255.0,0.0,155.8,46.125,553.5,89106.0,27.375,Good
Karnataka-Bellary-Coconut -2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Coconut,1259.0,0.0,155.8,46.125,553.5,60721.57,48.23,Excellent
Karnataka-Bellary-Coriander-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Coriander,4327.0,0.0,155.8,46.125,553.5,874.0,0.202,Good
Karnataka-Bellary-Dry chillies-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Dry chillies,10673.0,0.0,155.8,46.125,553.5,10299.0,0.965,Poor
Karnataka-Bellary-Garlic-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Garlic,1.0,0.0,155.8,46.125,553.5,3.0,3.0,Excellent
Karnataka-Bellary-Onion-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Onion,3761.0,0.0,155.8,46.125,553.5,38433.0,10.219,Very Good
Karnataka-Bellary-Sannhamp-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Sannhamp,127.0,0.0,155.8,46.125,553.5,32.0,0.252,Very Good
Karnataka-Bellary-Tobacco-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Tobacco,560.0,0.0,155.8,46.125,553.5,413.0,0.738,Very Good
Karnataka-Bellary-Turmeric-2004-Whole Year,Karnataka,Bellary,2004,Whole Year,Turmeric,1.0,0.0,155.8,46.125,553.5,5.0,5.0,Good
Karnataka-Bellary-Arhar/Tur-2005-Kharif,Karnataka,Bellary,2005,Kharif,Arhar/Tur,10655.0,0.1,158.1,57.617,691.4,5628.0,0.528,Good
Karnataka-Bellary-Bajra-2005-Kharif,Karnataka,Bellary,2005,Kharif,Bajra,20594.0,0.1,158.1,57.617,691.4,16424.0,0.798,Good
Karnataka-Bellary-Castor seed-2005-Kharif,Karnataka,Bellary,2005,Kharif,Castor seed,225.0,0.1,158.1,57.617,691.4,234.0,1.04,Good
Karnataka-Bellary-Dry chillies-2005-Kharif,Karnataka,Bellary,2005,Kharif,Dry chillies,9961.0,0.1,158.1,57.617,691.4,15021.0,1.508,Poor
Karnataka-Bellary-Groundnut-2005-Kharif,Karnataka,Bellary,2005,Kharif,Groundnut,65711.0,0.1,158.1,57.617,691.4,27396.0,0.417,Poor
Karnataka-Bellary-Horse-gram-2005-Kharif,Karnataka,Bellary,2005,Kharif,Horse-gram,7122.0,0.1,158.1,57.617,691.4,3687.0,0.518,Good
Karnataka-Bellary-Jowar-2005-Kharif,Karnataka,Bellary,2005,Kharif,Jowar,40775.0,0.1,158.1,57.617,691.4,86998.0,2.134,Very Good
Karnataka-Bellary-Maize-2005-Kharif,Karnataka,Bellary,2005,Kharif,Maize,68802.0,0.1,158.1,57.617,691.4,223457.0,3.248,Very Good
Karnataka-Bellary-Moong(Green Gram)-2005-Kharif,Karnataka,Bellary,2005,Kharif,Moong(Green Gram),3098.0,0.1,158.1,57.617,691.4,412.0,0.133,Poor
Karnataka-Bellary-Niger seed-2005-Kharif,Karnataka,Bellary,2005,Kharif,Niger seed,714.0,0.1,158.1,57.617,691.4,184.0,0.258,Good
Karnataka-Bellary-Onion-2005-Kharif,Karnataka,Bellary,2005,Kharif,Onion,2999.0,0.1,158.1,57.617,691.4,25442.0,8.483,Good
Karnataka-Bellary-Other Kharif pulses-2005-Kharif,Karnataka,Bellary,2005,Kharif,Other Kharif pulses,1451.0,0.1,158.1,57.617,691.4,377.0,0.26,Poor
Karnataka-Bellary-Ragi-2005-Kharif,Karnataka,Bellary,2005,Kharif,Ragi,6581.0,0.1,158.1,57.617,691.4,5714.0,0.868,Good
Karnataka-Bellary-Rice-2005-Kharif,Karnataka,Bellary,2005,Kharif,Rice,61783.0,0.1,158.1,57.617,691.4,188994.0,3.059,Very Good
Karnataka-Bellary-Sesamum-2005-Kharif,Karnataka,Bellary,2005,Kharif,Sesamum,6282.0,0.1,158.1,57.617,691.4,2936.0,0.467,Good
Karnataka-Bellary-Small millets-2005-Kharif,Karnataka,Bellary,2005,Kharif,Small millets,10327.0,0.1,158.1,57.617,691.4,2822.0,0.273,Poor
Karnataka-Bellary-Sunflower-2005-Kharif,Karnataka,Bellary,2005,Kharif,Sunflower,45056.0,0.1,158.1,57.617,691.4,18516.0,0.411,Poor
Karnataka-Bellary-Urad-2005-Kharif,Karnataka,Bellary,2005,Kharif,Urad,73.0,0.1,158.1,57.617,691.4,14.0,0.192,Poor
Karnataka-Bellary-Bajra-2005-Rabi,Karnataka,Bellary,2005,Rabi,Bajra,78.0,0.1,158.1,57.617,691.4,104.0,1.333,Excellent
Karnataka-Bellary-Dry chillies-2005-Rabi,Karnataka,Bellary,2005,Rabi,Dry chillies,172.0,0.1,158.1,57.617,691.4,207.0,1.203,Poor
Karnataka-Bellary-Gram-2005-Rabi,Karnataka,Bellary,2005,Rabi,Gram,15561.0,0.1,158.1,57.617,691.4,11198.0,0.72,Very Good
Karnataka-Bellary-Groundnut-2005-Rabi,Karnataka,Bellary,2005,Rabi,Groundnut,8989.0,0.1,158.1,57.617,691.4,5245.0,0.583,Poor
Karnataka-Bellary-Horse-gram-2005-Rabi,Karnataka,Bellary,2005,Rabi,Horse-gram,875.0,0.1,158.1,57.617,691.4,448.0,0.512,Good
Karnataka-Bellary-Jowar-2005-Rabi,Karnataka,Bellary,2005,Rabi,Jowar,38297.0,0.1,158.1,57.617,691.4,40278.0,1.052,Good
Karnataka-Bellary-Linseed-2005-Rabi,Karnataka,Bellary,2005,Rabi,Linseed,28.0,0.1,158.1,57.617,691.4,9.0,0.321,Very Good
Karnataka-Bellary-Maize-2005-Rabi,Karnataka,Bellary,2005,Rabi,Maize,2382.0,0.1,158.1,57.617,691.4,8307.0,3.487,Very Good
Karnataka-Bellary-Moong(Green Gram)-2005-Rabi,Karnataka,Bellary,2005,Rabi,Moong(Green Gram),108.0,0.1,158.1,57.617,691.4,32.0,0.296,Good
Karnataka-Bellary-Onion-2005-Rabi,Karnataka,Bellary,2005,Rabi,Onion,277.0,0.1,158.1,57.617,691.4,2871.0,10.365,Very Good
Karnataka-Bellary-Other  Rabi pulses-2005-Rabi,Karnataka,Bellary,2005,Rabi,Other  Rabi pulses,1634.0,0.1,158.1,57.617,691.4,181.0,0.111,Poor
Karnataka-Bellary-Rapeseed &Mustard-2005-Rabi,Karnataka,Bellary,2005,Rabi,Rapeseed &Mustard,295.0,0.1,158.1,57.617,691.4,23.0,0.078,Poor
Karnataka-Bellary-Rice-2005-Rabi,Karnataka,Bellary,2005,Rabi,Rice,490.0,0.1,158.1,57.617,691.4,1871.0,3.818,Very Good
Karnataka-Bellary-Safflower-2005-Rabi,Karnataka,Bellary,2005,Rabi,Safflower,4832.0,0.1,158.1,57.617,691.4,1579.0,0.327,Poor
Karnataka-Bellary-Sunflower-2005-Rabi,Karnataka,Bellary,2005,Rabi,Sunflower,58156.0,0.1,158.1,57.617,691.4,17037.0,0.293,Poor
Karnataka-Bellary-Urad-2005-Rabi,Karnataka,Bellary,2005,Rabi,Urad,80.0,0.1,158.1,57.617,691.4,38.0,0.475,Good
Karnataka-Bellary-Wheat-2005-Rabi,Karnataka,Bellary,2005,Rabi,Wheat,1228.0,0.1,158.1,57.617,691.4,1341.0,1.092,Very Good
Karnataka-Bellary-Bajra-2005-Summer,Karnataka,Bellary,2005,Summer,Bajra,913.0,0.1,158.1,57.617,691.4,1084.0,1.187,Very Good
Karnataka-Bellary-Dry chillies-2005-Summer,Karnataka,Bellary,2005,Summer,Dry chillies,63.0,0.1,158.1,57.617,691.4,166.0,2.635,Good
Karnataka-Bellary-Jowar-2005-Summer,Karnataka,Bellary,2005,Summer,Jowar,886.0,0.1,158.1,57.617,691.4,2104.0,2.375,Excellent
Karnataka-Bellary-Maize-2005-Summer,Karnataka,Bellary,2005,Summer,Maize,417.0,0.1,158.1,57.617,691.4,1585.0,3.801,Very Good
Karnataka-Bellary-Onion-2005-Summer,Karnataka,Bellary,2005,Summer,Onion,741.0,0.1,158.1,57.617,691.4,13535.0,18.266,Excellent
Karnataka-Bellary-Ragi-2005-Summer,Karnataka,Bellary,2005,Summer,Ragi,82.0,0.1,158.1,57.617,691.4,179.0,2.183,Very Good
Karnataka-Bellary-Rice-2005-Summer,Karnataka,Bellary,2005,Summer,Rice,40538.0,0.1,158.1,57.617,691.4,138524.0,3.417,Very Good
Karnataka-Bellary-Sunflower-2005-Summer,Karnataka,Bellary,2005,Summer,Sunflower,5907.0,0.1,158.1,57.617,691.4,4551.0,0.77,Poor
Karnataka-Bellary-Arecanut-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Arecanut,58.0,0.1,158.1,57.617,691.4,389.0,6.707,Excellent
Karnataka-Bellary-Banana-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Banana,14.0,0.1,158.1,57.617,691.4,607.0,43.357,Very Good
Karnataka-Bellary-Coconut -2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Coconut,1140.0,0.1,158.1,57.617,691.4,5443.0,4.775,Poor
Karnataka-Bellary-Coriander-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Coriander,3809.0,0.1,158.1,57.617,691.4,769.0,0.202,Good
Karnataka-Bellary-Cotton(lint)-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Cotton(lint),26690.0,0.1,158.1,57.617,691.4,35262.0,1.321,Good
Karnataka-Bellary-Dry ginger-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Dry ginger,1.0,0.1,158.1,57.617,691.4,13.0,13.0,Poor
Karnataka-Bellary-Sugarcane-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Sugarcane,3531.0,0.1,158.1,57.617,691.4,338799.0,95.95,Very Good
Karnataka-Bellary-Tobacco-2005-Whole Year,Karnataka,Bellary,2005,Whole Year,Tobacco,379.0,0.1,158.1,57.617,691.4,240.0,0.633,Good
Karnataka-Bellary-Arhar/Tur-2006-Kharif,Karnataka,Bellary,2006,Kharif,Arhar/Tur,9353.0,0.0,130.6,44.025,528.3,4363.0,0.466,Good
Karnataka-Bellary-Bajra-2006-Kharif,Karnataka,Bellary,2006,Kharif,Bajra,15831.0,0.0,130.6,44.025,528.3,7505.0,0.474,Poor
Karnataka-Bellary-Castor seed-2006-Kharif,Karnataka,Bellary,2006,Kharif,Castor seed,185.0,0.0,130.6,44.025,528.3,148.0,0.8,Poor
Karnataka-Bellary-Gram-2006-Kharif,Karnataka,Bellary,2006,Kharif,Gram,32.0,0.0,130.6,44.025,528.3,4.0,0.125,Poor
Karnataka-Bellary-Groundnut-2006-Kharif,Karnataka,Bellary,2006,Kharif,Groundnut,58136.0,0.0,130.6,44.025,528.3,13118.0,0.226,Poor
Karnataka-Bellary-Horse-gram-2006-Kharif,Karnataka,Bellary,2006,Kharif,Horse-gram,4818.0,0.0,130.6,44.025,528.3,2632.0,0.546,Good
Karnataka-Bellary-Jowar-2006-Kharif,Karnataka,Bellary,2006,Kharif,Jowar,37111.0,0.0,130.6,44.025,528.3,42306.0,1.14,Good
Karnataka-Bellary-Maize-2006-Kharif,Karnataka,Bellary,2006,Kharif,Maize,79209.0,0.0,130.6,44.025,528.3,179807.0,2.27,Good
Karnataka-Bellary-Moong(Green Gram)-2006-Kharif,Karnataka,Bellary,2006,Kharif,Moong(Green Gram),2698.0,0.0,130.6,44.025,528.3,420.0,0.156,Poor
Karnataka-Bellary-Niger seed-2006-Kharif,Karnataka,Bellary,2006,Kharif,Niger seed,663.0,0.0,130.6,44.025,528.3,171.0,0.258,Good
Karnataka-Bellary-Other Kharif pulses-2006-Kharif,Karnataka,Bellary,2006,Kharif,Other Kharif pulses,1460.0,0.0,130.6,44.025,528.3,675.0,0.462,Poor
Karnataka-Bellary-Ragi-2006-Kharif,Karnataka,Bellary,2006,Kharif,Ragi,3688.0,0.0,130.6,44.025,528.3,1657.0,0.449,Poor
Karnataka-Bellary-Rapeseed &Mustard-2006-Kharif,Karnataka,Bellary,2006,Kharif,Rapeseed &Mustard,75.0,0.0,130.6,44.025,528.3,6.0,0.08,Poor
Karnataka-Bellary-Rice-2006-Kharif,Karnataka,Bellary,2006,Kharif,Rice,66354.0,0.0,130.6,44.025,528.3,204553.0,3.083,Very Good
Karnataka-Bellary-Sesamum-2006-Kharif,Karnataka,Bellary,2006,Kharif,Sesamum,6199.0,0.0,130.6,44.025,528.3,1537.0,0.248,Poor
Karnataka-Bellary-Small millets-2006-Kharif,Karnataka,Bellary,2006,Kharif,Small millets,4021.0,0.0,130.6,44.025,528.3,726.0,0.181,Poor
Karnataka-Bellary-Sunflower-2006-Kharif,Karnataka,Bellary,2006,Kharif,Sunflower,48648.0,0.0,130.6,44.025,528.3,18060.0,0.371,Poor
Karnataka-Bellary-Urad-2006-Kharif,Karnataka,Bellary,2006,Kharif,Urad,32.0,0.0,130.6,44.025,528.3,4.0,0.125,Poor
Karnataka-Bellary-Bajra-2006-Rabi,Karnataka,Bellary,2006,Rabi,Bajra,25.0,0.0,130.6,44.025,528.3,28.0,1.12,Very Good
Karnataka-Bellary-Gram-2006-Rabi,Karnataka,Bellary,2006,Rabi,Gram,37539.0,0.0,130.6,44.025,528.3,17799.0,0.474,Good
Karnataka-Bellary-Groundnut-2006-Rabi,Karnataka,Bellary,2006,Rabi,Groundnut,10293.0,0.0,130.6,44.025,528.3,8822.0,0.857,Good
Karnataka-Bellary-Horse-gram-2006-Rabi,Karnataka,Bellary,2006,Rabi,Horse-gram,1273.0,0.0,130.6,44.025,528.3,483.0,0.379,Poor
